LXCat, www.lxcat.net
Generated on 29 Oct 2025. All rights reserved.

RECOMMENDED REFERENCE FORMAT
- Druyvesteyn test database, custom cross section for constant collision frequency.

CROSS SECTION DATA FORMAT
Custom elastic cross section designed to ensure constant collision frequency nu = N*sigma*v = const.
This is achieved by making sigma(v) proportional to 1/v.

********************************************************** H2 **********************************************************

ELASTIC
H2
 2.743480e-4
SPECIES: e / H2
PROCESS: E + H2 -> E + H2, Elastic (Druyvesteyn test)
PARAM.:  m/M = 0.000274348, sigma(v) proportional to 1/v
COMMENT: [E + H2(X) -> E + H2(X), Elastic] Custom cross section for Druyvesteyn test.
COMMENT: Designed to ensure constant collision frequency nu = N * sigma * v = const.
UPDATED: 2025-10-29 18:34:29
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.000000e-03	5.331799e-18
 1.059560e-03	5.179776e-18
 1.122668e-03	5.032087e-18
 1.189534e-03	4.888609e-18
 1.260383e-03	4.749222e-18
 1.335452e-03	4.613810e-18
 1.414991e-03	4.482258e-18
 1.499268e-03	4.354458e-18
 1.588565e-03	4.230301e-18
 1.683180e-03	4.109684e-18
 1.783431e-03	3.992506e-18
 1.889652e-03	3.878670e-18
 2.002200e-03	3.768079e-18
 2.121452e-03	3.660641e-18
 2.247806e-03	3.556267e-18
 2.381686e-03	3.454869e-18
 2.523539e-03	3.356362e-18
 2.673842e-03	3.260663e-18
 2.833096e-03	3.167693e-18
 3.001836e-03	3.077374e-18
 3.180626e-03	2.989630e-18
 3.370064e-03	2.904388e-18
 3.570786e-03	2.821577e-18
 3.783463e-03	2.741126e-18
 4.008806e-03	2.662970e-18
 4.247572e-03	2.587042e-18
 4.500558e-03	2.513278e-18
 4.768612e-03	2.441618e-18
 5.052631e-03	2.372002e-18
 5.353567e-03	2.304370e-18
 5.672426e-03	2.238666e-18
 6.010277e-03	2.174836e-18
 6.368250e-03	2.112826e-18
 6.747544e-03	2.052584e-18
 7.149429e-03	1.994059e-18
 7.575250e-03	1.937204e-18
 8.026434e-03	1.881969e-18
 8.504489e-03	1.828309e-18
 9.011018e-03	1.776179e-18
 9.547716e-03	1.725536e-18
 1.011638e-02	1.676336e-18
 1.071891e-02	1.628540e-18
 1.135733e-02	1.582106e-18
 1.203378e-02	1.536996e-18
 1.275051e-02	1.493172e-18
 1.350994e-02	1.450598e-18
 1.431459e-02	1.409238e-18
 1.516717e-02	1.369057e-18
 1.607053e-02	1.330022e-18
 1.702769e-02	1.292099e-18
 1.804186e-02	1.255258e-18
 1.911644e-02	1.219468e-18
 2.025502e-02	1.184697e-18
 2.146141e-02	1.150919e-18
 2.273966e-02	1.118103e-18
 2.409404e-02	1.086223e-18
 2.552908e-02	1.055252e-18
 2.704960e-02	1.025164e-18
 2.866068e-02	9.959340e-19
 3.036771e-02	9.675373e-19
 3.217642e-02	9.399504e-19
 3.409285e-02	9.131500e-19
 3.612343e-02	8.871137e-19
 3.827494e-02	8.618198e-19
 4.055461e-02	8.372471e-19
 4.297005e-02	8.133750e-19
 4.552935e-02	7.901836e-19
 4.824109e-02	7.676535e-19
 5.111433e-02	7.457657e-19
 5.415871e-02	7.245020e-19
 5.738442e-02	7.038446e-19
 6.080224e-02	6.837762e-19
 6.442364e-02	6.642800e-19
 6.826072e-02	6.453396e-19
 7.232634e-02	6.269393e-19
 7.663411e-02	6.090637e-19
 8.119845e-02	5.916977e-19
 8.603464e-02	5.748269e-19
 9.115888e-02	5.584371e-19
 9.658832e-02	5.425146e-19
 1.023411e-01	5.270461e-19
 1.084366e-01	5.120187e-19
 1.148951e-01	4.974197e-19
 1.217383e-01	4.832370e-19
 1.289890e-01	4.694587e-19
 1.366716e-01	4.560732e-19
 1.448118e-01	4.430694e-19
 1.534368e-01	4.304363e-19
 1.625756e-01	4.181635e-19
 1.722586e-01	4.062406e-19
 1.825183e-01	3.946576e-19
 1.933892e-01	3.834049e-19
 2.049075e-01	3.724731e-19
 2.171118e-01	3.618529e-19
 2.300430e-01	3.515355e-19
 2.437444e-01	3.415124e-19
 2.582619e-01	3.317750e-19
 2.736440e-01	3.223152e-19
 2.899423e-01	3.131252e-19
 3.072113e-01	3.041972e-19
 3.255089e-01	2.955237e-19
 3.448962e-01	2.870976e-19
 3.654383e-01	2.789117e-19
 3.872039e-01	2.709592e-19
 4.102658e-01	2.632335e-19
 4.347013e-01	2.557280e-19
 4.605922e-01	2.484365e-19
 4.880252e-01	2.413530e-19
 5.170920e-01	2.344714e-19
 5.478901e-01	2.277860e-19
 5.805226e-01	2.212912e-19
 6.150986e-01	2.149817e-19
 6.517340e-01	2.088520e-19
 6.905514e-01	2.028971e-19
 7.316807e-01	1.971120e-19
 7.752597e-01	1.914918e-19
 8.214344e-01	1.860319e-19
 8.703591e-01	1.807276e-19
 9.221979e-01	1.755746e-19
 9.771242e-01	1.705685e-19
 1.035322e+00	1.657052e-19
 1.096986e+00	1.609805e-19
 1.162322e+00	1.563905e-19
 1.231551e+00	1.519314e-19
 1.304902e+00	1.475995e-19
 1.382622e+00	1.433910e-19
 1.464971e+00	1.393026e-19
 1.552225e+00	1.353307e-19
 1.644676e+00	1.314721e-19
 1.742633e+00	1.277235e-19
 1.846425e+00	1.240818e-19
 1.956398e+00	1.205439e-19
 2.072922e+00	1.171069e-19
 2.196385e+00	1.137678e-19
 2.327202e+00	1.105240e-19
 2.465811e+00	1.073727e-19
 2.612675e+00	1.043112e-19
 2.768287e+00	1.013370e-19
 2.933166e+00	9.844766e-20
 3.107866e+00	9.564067e-20
 3.292971e+00	9.291371e-20
 3.489101e+00	9.026450e-20
 3.696913e+00	8.769083e-20
 3.917101e+00	8.519054e-20
 4.150405e+00	8.276153e-20
 4.397604e+00	8.040179e-20
 4.659526e+00	7.810933e-20
 4.937048e+00	7.588223e-20
 5.231099e+00	7.371863e-20
 5.542665e+00	7.161673e-20
 5.872787e+00	6.957475e-20
 6.222571e+00	6.759099e-20
 6.593188e+00	6.566380e-20
 6.985880e+00	6.379156e-20
 7.401960e+00	6.197270e-20
 7.842822e+00	6.020570e-20
 8.309942e+00	5.848908e-20
 8.804884e+00	5.682140e-20
 9.329304e+00	5.520128e-20
 9.884959e+00	5.362735e-20
 1.047371e+01	5.209829e-20
 1.109752e+01	5.061284e-20
 1.175850e+01	4.916974e-20
 1.245883e+01	4.776778e-20
 1.320088e+01	4.640580e-20
 1.398713e+01	4.508265e-20
 1.482021e+01	4.379723e-20
 1.570290e+01	4.254846e-20
 1.663817e+01	4.133529e-20
 1.762914e+01	4.015672e-20
 1.867914e+01	3.901174e-20
 1.979167e+01	3.789942e-20
